Time (s),Position X (m),Position Y (m),Distance (m),Speed X (m/s),Speed Y (m/s),Speed (m/s)
0.0,0.0,0.0,0.0,0.10232113790864031,0.0,0.10232113790864031
0.43,0.04399808930071533,0.0,0.04399808930071533,0.0,0.051160568954320154,0.12351253942824363
0.86,0.0,0.04399808930071533,0.04399808930071533,0.03410704596954677,0.0,0.13057633993477805
1.29,0.04399808930071533,0.0,0.04399808930071533,0.051160568954320154,-0.025580284477160077,0.1341082401880453
1.72,0.08799617860143066,-0.04399808930071533,0.09838271855650567,0.020464227581728063,-0.020464227581728063,0.1277508197321643
2.15,0.04399808930071533,-0.04399808930071533,0.062222694607574194,0.05116056895432016,-0.03410704596954677,0.14459185309327863
2.58,0.131994267902146,-0.08799617860143066,0.15863736699617265,0.05846922166208018,-0.014617305415520044,0.14460786564393127
3.01,0.17599235720286133,-0.04399808930071533,0.18140876951220758,0.03837042671574012,0.0,0.14461987505692073
3.44,0.131994267902146,0.0,0.131994267902146,0.022738030646364517,-0.011369015323182257,0.14462921571146808
3.87,0.08799617860143066,-0.04399808930071533,0.09838271855650567,-0.030696341372592084,0.010232113790864032,0.1852679132294779
4.3,-0.131994267902146,0.04399808930071533,0.1391341748857455,-0.10232113790864032,0.010232113790864032,0.23642848218379803
4.7299999999999995,-0.395982803706438,0.04399808930071533,0.3984196439601405,-0.18417804823555256,-2.7755575615628915e-18,0.3140471122067896
5.16,-0.791965607412876,0.04399808930071533,0.7931868349808633,-0.327427641307649,0.010232113790864032,0.43259419739323735
5.59,-1.3639407683221754,0.04399808930071533,1.3646502304082904,-0.4195166654254252,0.040928455163456126,0.5024999751645957
6.02,-1.715925482727898,0.131994267902146,1.7209946975612658,-0.6036947136609778,0.040928455163456126,0.6866780234001483
6.45,-2.5518891794414893,0.131994267902146,2.5553005441453616,-0.8594975584325786,0.051160568954320154,0.899136938600136
6.88,-3.563845233357942,0.131994267902146,3.566288733976421,-1.1153004032041793,0.040928455163456126,1.1302372754860879
7.31,-4.61979937657511,0.131994267902146,4.621684624307764,-1.381335361766644,0.040928455163456126,1.3922233723972273
7.74,-5.8077477876944235,0.17599235720286133,5.810413726686189,-1.6780666617017013,0.051160568954320154,1.6847163920283639
8.17,-7.127690466715884,0.17599235720286133,7.129862880806776,-1.9338695064733016,0.08185691032691225,1.9408123648032842
8.6,-8.447633145737344,0.395982803706438,8.456908900170998,-2.2101365788266305,0.13301747928123236,2.2209332455206914
9.03,-9.89957009266095,0.6159732502100146,9.918715192225322,-2.4454751960165035,0.19441016202641656,2.4619777108436214
9.459999999999999,-11.30750895028384,0.8799617860143066,11.341697024942723,-2.5784926752977357,0.25580284477160076,2.601987081289633
9.89,-12.451459272102438,1.1439503218185987,12.503897806028915,-2.7626707235332884,0.2967312999350569,2.7906377591507345
10.32,-13.595409593921037,1.4079388576228906,13.668118153326178,-3.008241454514025,0.2967312999350569,3.0362084901314708
10.75,-15.487327433851796,1.4079388576228906,15.551192972571041,-3.1924195027495776,0.327427641307649,3.2215080760845503
11.18,-17.291249095181126,1.5399331255250366,17.359685748961336,-3.397061778566858,0.327427641307649,3.4261503519018297
11.61,-19.2271650244126,1.5399331255250366,19.28873424844369,-3.530079257848091,0.35812398268024104,3.561019744653264
12.04,-20.987088596441215,1.715925482727898,21.057119651489558,-3.6221682819658674,0.3785882102619691,3.653633148022022
12.47,-22.70301407916911,1.8039216613293285,22.774568747600117,-3.642632509547595,0.33765975509851304,3.6700230352302063
12.9,-24.110952936792003,1.847919750630044,24.181663692247636,-3.6017040543841388,0.32742764130764906,3.62805012477354
13.33,-25.386897526512747,2.0239121078329054,25.467445616745543,-3.6426325095475947,0.24557073098073676,3.6638407446262584
13.76,-26.970828741338497,1.9359159292314745,27.04021770399904,-3.7858821026196923,0.19441016202641653,3.800226327977607
14.19,-28.730752313367113,1.97991401853219,28.798892131691975,-3.929131695691788,0.15348170686296045,3.936995316219979
14.62,-30.490675885395724,2.0679101971336205,30.560719371959518,-3.8984353543191945,0.1637138206538245,3.906426856291419
15.049999999999999,-32.250599457424336,2.111908286434336,32.319673915024715,-3.9086674681100595,0.14324959307209645,3.9156592259846645
