Time (s),Position X (m),Position Y (m),Distance (m),Speed X (m/s),Speed Y (m/s),Speed (m/s)
0.0,0.0,0.0,0.0,0.03718401769685337,-0.03718401769685337,0.05258614213041121
0.6,0.022310410618112023,-0.022310410618112023,0.031551685278246734,-0.018592008848426687,-0.03718401769685337,0.06786606668856526
1.2,-0.022310410618112023,-0.044620821236224045,0.04988759474803159,-0.061973362828088956,-0.012394672565617791,0.09634858864203111
1.7999999999999998,-0.11155205309056011,-0.022310410618112023,0.11376121909802087,-0.1487360707874135,-0.009296004424213343,0.1745174901478701
2.4,-0.35696656988979236,-0.022310410618112023,0.3576630906884757,-0.23797771325986158,-0.029747214157482698,0.2606763827441506
3.0,-0.7139331397795847,-0.08924164247244809,0.7194891234943835,-0.30366947785763587,-0.018592008848426687,0.32276715295298564
3.5999999999999996,-1.093210120287489,-0.06693123185433607,1.095257119080504,-0.39840018960914325,-1.982541115402065e-18,0.4156859705771549
4.2,-1.6732807963584018,0.0,1.6732807963584018,-0.4508562145743471,0.013944006636320012,0.46692762156208867
4.8,-2.164109829956866,0.06693123185433607,2.165144601617517,-0.5866811681059088,0.01239467256561779,0.6009668632061235
5.3999999999999995,-3.168078307771907,0.06693123185433607,3.168785248951473,-0.7102147380098994,0.003718401769685335,0.7232235719417088
6.0,-4.261288428059396,0.022310410618112023,4.261346831875443,-0.9221636388819636,0.0037184017696853373,0.9262286542005842
6.6,-5.51067142267367,0.0,5.51067142267367,-1.1378309415237131,0.0037184017696853386,1.1410491457868925
7.199999999999999,-6.849296059760391,-0.022310410618112023,6.849332395837653,-1.3274694317776656,0.0,1.33022987986469
7.8,-8.076368643756553,-0.022310410618112023,8.076399459182042,-1.5245447255709883,-0.0037184017696853373,1.5273342218989825
8.4,-9.504234923315721,-0.044620821236224045,9.504339666450374,-1.6175047698131215,0.0037184017696853416,1.6193028387642479
9.0,-10.418961758658314,-0.06693123185433607,10.41917673898384,-1.6993096087461992,-0.011155205309056013,1.7014268209271866
9.6,-11.289067772764684,-0.13386246370867214,11.289861395839381,-1.8071432600670736,-0.029747214157482698,1.8087542005679542
10.2,-12.516140356760845,-0.17848328494489618,12.517412900162006,-1.8517640813032976,-0.06693123185433607,1.8552695720630694
10.799999999999999,-13.274694317776653,-0.33465615927168035,13.278912002696238,-1.8666376883820395,-0.07436803539370675,1.870294887483427
