Time (s),Position X (m),Position Y (m),Distance (m),Speed X (m/s),Speed Y (m/s),Speed (m/s)
0.0,0.0,0.0,0.0,-0.07975226550900877,-0.15950453101801754,0.17833148703775548
0.6,-0.04785135930540526,-0.09570271861081052,0.10699889222265328,0.07975226550900877,0.0,0.23294118483245238
1.2,0.09570271861081052,0.0,0.09570271861081052,0.0,0.0,0.20846230022764076
1.7999999999999998,0.0,0.0,0.0,-0.15950453101801754,0.0,0.3158512561887481
2.4,-0.3828108744432421,0.0,0.3828108744432421,-0.36686042134144026,-0.015950453101801754,0.49246889379972175
3.0,-1.1005812640243209,-0.04785135930540526,1.1016210198197687,-0.6513101683235717,0.026584088503002923,0.7582768349013206
3.5999999999999996,-2.344716605964858,0.09570271861081052,2.346668909888411,-0.9342408245341028,0.06835908472200751,1.0286784507889624
4.2,-3.9238114630432315,0.28710815583243154,3.934301398044507,-1.335850447275897,0.14953549782939143,1.426190421909907
4.8,-6.412082146924305,0.7177703895810789,6.452130794634032,-1.8786089208788732,0.14178180534934892,1.958967921827514
5.3999999999999995,-10.144488172745914,0.7656217488864842,10.173338535080298,-2.4164936449229657,0.12760362481441404,2.4888167457767425
6.0,-14.498961869537794,0.7656217488864842,14.5191622332929,-3.229966753114855,0.15152930446711665,3.2924706455954875
6.6,-19.427651877994535,0.8134731081918894,19.444675260602732,-4.131167353366655,0.15152930446711665,4.141135470069145
7.199999999999999,-24.691301401589115,0.9091758268026999,24.708034433927743,-5.048318406720256,0.14355407791621577,5.058320604965079
7.8,-30.28991044032153,0.8613244674972946,30.302154285149573,-5.893692421115747,0.15950453101801754,5.903834524851407
8.4,-35.744965401137726,0.9570271861081052,35.757774714927145,-6.555636224840521,0.15950453101801754,6.565553471287575
9.0,-40.434398613067444,0.9091758268026999,40.44461882481368,-6.986298458589168,0.10367794516171139,6.995636966144237
9.6,-44.262507357499864,0.7177703895810789,44.26832673486642,-7.329233200277907,0.055826585856306156,7.336855207461125
10.2,-47.899210664710665,0.6220676709702684,47.90324989486202,-7.249480934768897,-0.015950453101801747,7.250937300623311
10.799999999999999,-49.90896775553769,0.6220676709702684,49.91284434502372,-7.018199364792773,-0.007975226550900882,7.019929993487874
11.4,-52.25368436150254,0.7177703895810789,52.25861387066916,-6.587537131044125,0.007975226550900882,6.589698538628989
12.0,-54.024184655802536,0.8134731081918894,54.03030877407607,-5.925593327319352,0.007975226550900865,5.927915277330868
12.6,-54.98121184191064,0.8613244674972946,54.987958094871686,-5.104144992576562,-1.3877787807814458e-18,5.106888732350906
13.2,-55.31617135704848,0.9091758268026999,55.3236424531718,-4.163068259570259,-1.3877787807814458e-18,4.185031817904451
13.799999999999999,-55.26831999774308,0.8613244674972946,55.27503120950034,-3.3256694717256656,-0.04785135930540526,3.35426295784785
14.399999999999999,-55.69898223149172,0.6699190302756737,55.70301080849361,-2.7674036131626045,-0.09570271861081052,2.8028289771904813
15.0,-57.03882029204307,0.33495951513783684,57.03980380563002,-2.3845927387193626,-0.09570271861081052,2.4212071565106354
15.6,-58.57006378981604,0.14355407791621577,58.57023971366692,-2.1533111687432367,-0.08772749205990965,2.1898005817104775
16.2,-60.819077677170085,0.09570271861081052,60.8191529743057,-2.177236848395939,-0.031900906203603516,2.218042375392164
16.8,-62.97238884591332,0.4306622337486473,62.97386145791353,-2.1612863952941375,0.03987613275450438,2.2118956625575037
17.4,-65.22140273326737,0.9570271861081052,65.22842383140963,-2.241038660803148,0.07177703895810787,2.29425914751166
18.0,-67.47041662062142,1.2441353419405368,67.48188639708653,-2.5121963635337763,0.15950453101801754,2.57572309474534
18.599999999999998,-70.0543900231133,1.8183516536053999,70.0779848757557,-3.0385613158932343,0.32698428858693596,3.127385183853288
19.2,-73.54753925240789,2.8710815583243154,73.60355724690912,-3.9397619161450335,0.3429347416887377,4.009367486983316
19.8,-78.90689149461328,2.918932917629721,78.96086179063838,-4.785135930540526,0.5343401789103588,4.861738307178372
20.4,-84.40979781473487,3.875960103737826,84.49873983587085,-5.439104507714398,0.5742163116648632,5.508979309711581
21.0,-89.67344733832945,3.7802573851270154,89.75309188790074,-6.220676709702684,0.4705383665031519,6.2973926265726705
21.599999999999998,-95.89412404803214,2.966784276935126,95.94000644092769,-6.7071655293076375,0.526364952359458,6.785124793325909
22.2,-101.06207085301591,3.253892432767558,101.11444002250138,-7.201629575463491,0.43066223374864754,7.276203902745759
22.8,-106.18216629869427,3.0146356362405315,106.22495219063578,-7.680143168517544,0.36686042134144037,7.744923712380033
23.4,-111.30226174437263,3.158189714156747,111.34705937600437,-8.015102683655382,0.2631824761797289,8.07903327190118
24.0,-115.5610327225537,2.8232301990189104,115.59551424108022,-8.38196310499682,0.19938066377252195,8.436025955653973
24.599999999999998,-120.34616865309422,3.0146356362405315,120.38392059365027,-7.807746793331958,0.023925679652702703,7.835945725340517
25.2,-120.39402001239964,3.0146356362405315,120.43175695291245,-7.727994527822949,0.03987613275450439,7.75650962902243
25.8,-125.27485866155097,3.158189714156747,125.31466145245008,-7.568489996804933,-0.11165317171261231,7.583280432639938
26.4,-129.82073779556447,3.2060410734621523,129.86031980997672,-7.45683682509232,-0.03987613275450439,7.473514914834233
27.0,-134.41446828888337,3.541000588599989,134.4611020725016,-7.129852536505385,0.17545498411981936,7.142169844610754
27.599999999999998,-138.67323926706445,4.019514181654042,138.7314808652925,-6.84274438067295,0.18343021067072018,6.85644091809147
