Time (s),Position X (m),Position Y (m),Distance (m),Speed X (m/s),Speed Y (m/s),Speed (m/s)
58.8,193.72803578365628,197.0863225617947,276.35768559880034,3.2079157283710225,3.673349930032,4.889672451249085
59.49999999999999,196.38459099621352,199.64263040784036,280.04301001259006,3.2365578330886207,3.6590288776731983,4.899493335851905
60.199999999999996,198.99102252551498,202.1488145706302,283.6574876114872,3.2150762545504237,3.680510456211396,4.899816339737623
60.9,201.24658827202586,204.60487505016428,286.99014649535206,3.272360463985617,3.616065720596798,4.891873453059022
61.599999999999994,203.9532671678389,207.06093552969833,290.63923721835937,3.351126251959017,3.608905194417397,4.939741717769031
62.3,206.45945133062878,209.4668723259766,294.1120120732427,3.4943367755470063,3.6590288776731983,5.073912024105459
62.99999999999999,208.96563549341863,211.77256175574328,297.51345302315053,3.4800157231882096,3.5945841420585998,5.016220893647824
63.699999999999996,211.4718196562085,214.42911696830052,301.16470030950353,3.2150762545504237,3.1291499403976273,4.4887135595059
64.39999999999999,213.6772617194636,216.6846827148114,304.31927953901743,3.6089051944174018,3.48717624936761,5.020957931755544
65.1,216.43406429853243,219.19086687760128,308.039510958149,3.680510456211396,3.515818354085204,5.093944436222307
65.8,219.49160897713605,221.69705104039113,311.9713910783772,3.6805104562114,3.4728551970088084,5.0651180982503226
66.5,222.14816418969332,223.952616786902,315.44346786476956,3.7019920347495985,3.515818354085205,5.110610944813734
67.19999999999999,224.90496676876216,226.75954304922664,319.37773003318824,3.787918348902391,3.5229788802646054,5.177160666289399
67.89999999999999,227.7620167143426,229.26572721201651,323.16916612176857,3.795078875081791,3.5659420373410056,5.2119893513009234
68.6,230.51881929341144,232.02252979108536,327.06785286708254,3.8452025583375886,3.5086578279058083,5.214308413941054
69.3,233.3758692389919,234.02747712131725,330.50439693115084,3.8810051892345876,3.522978880264605,5.250532434601279
70.0,236.13267181806074,236.43341391759552,334.1547514500804,3.9239683463109807,3.4728551970088075,5.247724067642418
70.69999999999999,238.93959808038537,238.73910334736217,337.7698787605529,3.9884130819255788,3.465694670829407,5.290311186012723
71.39999999999999,241.59615329294263,240.94454541061725,341.20811134713085,3.9812525557461775,3.4800157231882047,5.294867539947548
72.1,244.30283218875567,243.5509769399187,344.96514633196807,3.938289398669781,3.458534144650011,5.248131307175262
72.8,247.05963476782452,245.9067900529412,348.58085507633973,3.96693150338738,3.4728551970088084,5.279288941157981
73.5,249.91668471340498,248.26260316596367,352.2678944054939,3.938289398669782,3.394089409035413,5.204265720196045
74.19999999999999,252.47299255945063,250.51816891247452,355.67114716713183,3.9239683463109833,3.3511262519590117,5.165686282090845
74.89999999999999,255.22979513851948,252.7236109757296,359.1816697314362,3.8738446630551833,3.215076254550423,5.038359624839922
75.6,257.6357319347977,254.52806357293832,362.1611595902695,3.780757822722986,3.186434149832824,4.946818886609224
76.3,259.8411739980528,256.332516170147,364.9983486959976,3.694831508570193,3.1291499403976224,4.844625199146605
77.0,261.9964923780521,258.3374635003789,367.9407657031391,3.5945841420585993,3.12198941421823,4.766462111645483
77.69999999999999,264.10168707479556,260.5930292468898,371.0234871377061,3.4943367755470107,3.0933473095006274,4.673246027372208
78.39999999999999,266.0565107217717,262.59797657712164,373.8231723687588,3.3654473043178177,2.9716183644508356,4.4959721760568545
79.1,267.8609633189804,264.35230549107456,376.33978940396213,3.1577920451152255,2.8284078408628415,4.2463343267958376
79.8,269.1641790836311,265.7056449389811,378.2179861590468,2.885692050298039,2.6493946863778524,3.9254754839547523
80.5,270.11652906549125,266.80836597060863,379.67044054850334,2.6135920554808565,2.470381531892863,3.6092596061481914
81.19999999999999,270.76813694781663,267.81083963572456,380.8385876097423,2.305689429766671,2.2698867988696754,3.2481230036832374
81.89999999999999,271.3696211468862,268.6128185678173,381.83022088403595,2.0622315396670876,2.0765525920258807,2.9376663398457823
82.6,272.07135271246733,269.0639317171195,382.64633843520124,1.768649966311703,1.868897332823297,2.5851184885314464
