Time (s),Position X (m),Position Y (m),Distance (m),Speed X (m/s),Speed Y (m/s),Speed (m/s)
0.0,0.0,0.0,0.0,0.07325904184147677,-0.21977712552443032,0.23166543142064258
0.6,0.043955425104886064,-0.1318662753146582,0.13899925885238557,0.03662952092073839,-0.07325904184147677,0.15246223663105968
1.2,0.043955425104886064,-0.08791085020977213,0.09828731851442607,-0.07325904184147677,0.02441968061382559,0.22373989415650108
1.7999999999999998,-0.1318662753146582,0.043955425104886064,0.13899925885238557,-0.20146236506406112,0.03662952092073839,0.31546324004721926
2.4,-0.48350967615374674,0.08791085020977213,0.49143659257213035,-0.3076879757342025,0.02930361673659071,0.39888867572072895
3.0,-0.9230639272026073,0.08791085020977213,0.9272407083855333,-0.45176409135577345,0.03662952092073839,0.5281458602987058
3.5999999999999996,-1.6263507288807844,0.1318662753146582,1.6316879014984513,-0.659331376573291,0.03139673221777576,0.7248014642386617
4.2,-2.769191781607822,0.1318662753146582,2.772329676984623,-0.8791085020977214,0.02747214069055379,0.9363948288049206
4.8,-4.219720810069062,0.1318662753146582,4.221780717836404,-0.9523675439391981,0.04069946768970932,1.0040622012313245
5.3999999999999995,-5.142784737271669,0.21977712552443032,5.147478687553569,-1.1281892443587425,0.05860723347318142,1.1756039646912673
6.0,-6.769135466152454,0.3516434008390885,6.778262907299825,-1.3772699866197633,0.11721446694636284,1.3969514774569527
6.6,-8.219664494613694,0.5714205263635188,8.239502765456333,-1.5970471121441936,0.14651808368295355,1.612434250632247
7.199999999999999,-9.538327247760275,0.7911976518879491,9.571085644257872,-1.9706682255357255,0.10988856276221518,1.978995768348631
7.8,-11.955875628529009,0.703286801678177,11.976542671834334,-2.3662670514797,0.10988856276221518,2.3741975760244585
8.4,-14.681111985031945,0.7472422267830631,14.700116328197417,-2.732562260687084,0.1025626585780675,2.7405538301944383
9.0,-17.31843749132511,0.703286801678177,17.332711543966507,-3.047576140605434,0.08791085020977216,3.055401078215925
9.6,-19.911807572513386,0.659331376573291,19.92272066433035,-3.296656882866455,0.09523675439391983,3.3045428654395415
10.2,-22.549133078806552,0.703286801678177,22.56009784843901,-3.340612307971341,0.15384398786710124,3.354447353122655
10.799999999999999,-24.26339465789711,1.0549302025172655,24.286317095373953,-3.618996666968953,0.14651808368295358,3.632197661398746
11.4,-26.856764739085385,1.0988856276221517,26.879236631146625,-3.743537038099464,0.08791085020977213,3.7575406956994555
